NAME,TEAM,POS,GP,PASS YDS,PASS TDS,INT,RUSH YDS,RUSH TDS,REC,REC YDS,REC TDS,FPTS/G,FPTS
Breshad Perriman,TB,WR,16,0,0,0,8,0,32,480,3,6.2,98.8
Deebo Samuel Sr.,SF,WR,16,0,0,0,8,0,33,447,3,6,96.5
Marqise Lee,JAX,WR,16,0,0,0,11,0,36,460,2,5.9,95.1
Nelson Agholor,PHI,WR,16,0,0,0,15,0,33,417,3,5.9,94.2
Jakeem Grant Sr.,MIA,WR,16,0,0,0,3,0,36,441,2,5.8,92.4
A.J. Brown,TEN,WR,16,0,0,0,2,0,32,422,3,5.8,92.4
Robert Foster,BUF,WR,16,0,0,0,0,0,27,449,3,5.6,89.9
Hunter Renfrow,LV,WR,16,0,0,0,2,0,35,369,2,5.3,84.1
Travis Benjamin,LAC,WR,16,0,0,0,31,0,24,383,3,5.2,83.4
Preston Williams,MIA,WR,16,0,0,0,2,0,31,395,2,5.2,82.7
Parris Campbell,IND,WR,16,0,0,0,13,0,31,372,2,5.1,81.5
Kenny Stills,HOU,WR,16,0,0,0,1,0,25,373,3,5,80.4
John Ross,CIN,WR,16,0,0,0,11,0,28,330,3,5,80.1
Michael Crabtree,ARI,WR,16,0,0,0,2,0,29,376,2,4.9,78.8
Jaron Brown,SEA,WR,16,0,0,0,2,0,26,334,3,4.8,77.6
KeeSean Johnson,ARI,WR,16,0,0,0,0,0,27,367,2,4.7,75.7
Mecole Hardman Jr.,KC,WR,16,0,0,0,28,0,25,357,2,4.7,75.5
David Moore,SEA,WR,16,0,0,0,1,0,23,344,3,4.7,75.5
Demaryius Thomas,NE,WR,16,0,0,0,0,0,29,339,2,4.7,74.9
Miles Boykin,BAL,WR,16,0,0,0,11,0,24,342,2,4.5,71.3
Jarius Wright,CAR,WR,16,0,0,0,11,0,29,349,1,4.4,71
Travis Kelce,KC,TE,16,0,0,0,1,0,75,968,9,14,223.9
Zach Ertz,PHI,TE,16,0,0,0,0,0,88,888,7,13.7,218.8
George Kittle,SF,TE,16,0,0,0,4,0,60,855,4,10.6,169.9
Jared Cook,NO,TE,16,0,0,0,0,0,57,727,6,10.4,165.7
O.J. Howard,TB,TE,16,0,0,0,0,0,48,697,8,10.2,163.7
Hunter Henry,LAC,TE,16,0,0,0,0,0,54,675,6,9.8,157.5
Eric Ebron,IND,TE,16,0,0,0,0,1,50,534,8,9.6,153.4
Delanie Walker,TEN,TE,16,0,0,0,0,0,56,638,6,9.5,151.8
David Njoku,CLE,TE,16,0,0,0,1,0,51,622,6,9.3,149.3
Kyle Rudolph,MIN,TE,16,0,0,0,0,0,58,551,6,9.3,149.1
Evan Engram,NYG,TE,16,0,0,0,16,0,53,662,4,9.1,144.8
Greg Olsen,CAR,TE,16,0,0,0,0,0,49,562,6,8.8,141.2
Vance McDonald,PIT,TE,16,0,0,0,0,0,56,625,4,8.8,140.5
Jason Witten,DAL,TE,16,0,0,0,0,0,59,533,5,8.8,140.3
Jack Doyle,IND,TE,16,0,0,0,0,0,55,502,6,8.7,139.2
Austin Hooper,ATL,TE,16,0,0,0,0,0,61,585,3,8.6,137.5
Jimmy Graham,GB,TE,16,0,0,0,0,0,55,598,3,8.3,132.8
Jordan Reed,WAS,TE,16,0,0,0,0,0,59,577,3,8.3,132.7
Dallas Goedert,PHI,TE,16,0,0,0,0,0,44,429,7,8.1,128.9
Tyler Eifert,CIN,TE,16,0,0,0,0,0,47,505,5,8,127.5
Darren Waller,LV,TE,16,0,0,0,13,0,44,593,3,7.7,122.6
Mark Andrews,BAL,TE,16,0,0,0,0,0,39,594,4,7.7,122.4
T.J. Hockenson,DET,TE,16,0,0,0,0,0,43,471,4,7.1,114.1
Cameron Brate,TB,TE,16,0,0,0,0,0,39,389,6,6.9,109.9
Noah Fant,DEN,TE,16,0,0,0,0,0,41,460,3,6.6,105
Vernon Davis,WAS,TE,16,0,0,0,0,0,36,530,3,6.6,105
Will Dissly,SEA,TE,16,0,0,0,0,0,30,384,6,6.5,104.4
Jonnu Smith,TEN,TE,16,0,0,0,0,0,35,401,5,6.4,103.1
Chris Herndon,NYJ,TE,16,0,0,0,0,0,35,412,4,6.3,100.2
Trey Burton,CHI,TE,16,0,0,0,1,0,36,344,5,6.2,98.5
C.J. Uzomah,CIN,TE,16,0,0,0,0,0,37,374,2,5.4,86.4
Jordan Thomas,HOU,TE,16,0,0,0,0,0,28,318,4,5.2,83.8
Lee Smith,BUF,TE,16,0,0,0,0,0,15,378,5,5.2,82.8
Jesse James,DET,TE,16,0,0,0,0,0,36,393,1,5.1,81.3
Matt LaCosse,NE,TE,16,0,0,0,0,0,39,408,0,5,79.8
Mike Gesicki,MIA,TE,16,0,0,0,0,0,40,355,1,5,79.5
Ian Thomas,CAR,TE,16,0,0,0,0,0,38,342,1,4.9,78.2
Blake Jarwin,DAL,TE,16,0,0,0,0,0,29,294,3,4.8,76.4
Gerald Everett,LAR,TE,16,0,0,0,14,0,29,298,3,4.8,76.2
Geoff Swaim,JAX,TE,16,0,0,0,0,0,36,309,1,4.6,72.9
Nick Vannett,SEA,TE,16,0,0,0,0,0,28,258,3,4.5,71.8
Tyler Higbee,LAR,TE,16,0,0,0,0,0,25,291,2,4.1,66.1
Irv Smith,MIN,TE,16,0,0,0,0,0,25,284,2,4.1,65.4
Benjamin Watson,NE,TE,16,0,0,0,0,0,25,278,2,4,64.8
Hayden Hurst,BAL,TE,16,0,0,0,2,0,28,283,1,3.9,62.5
Tyler Kroft,BUF,TE,16,0,0,0,0,0,28,310,1,3.8,61
Charles Clay,ARI,TE,16,0,0,0,0,0,29,276,1,3.8,60.6
Adam Shaheen,CHI,TE,16,0,0,0,0,0,20,212,2,3.3,53.2
Dawson Knox,BUF,TE,16,0,0,0,0,0,20,262,1,3.3,52.2
Ed Dickson,SEA,TE,16,0,0,0,0,0,17,167,2,2.9,45.7
