NAME,TEAM,POS,GP,PASS YDS,PASS TDS,INT,RUSH YDS,RUSH TDS,REC,REC YDS,REC TDS,FPTS/G,FPTS
Jeremy McNichols,TEN,RB,14,0,0,0,156,0,28,240,1,5.3,73.6
Dontrell Hilliard,TEN,RB,8,0,0,0,350,2,19,87,0,9.1,72.7
Alex Collins,SEA,RB,11,0,0,0,411,2,9,87,0,6.3,68.8
Jordan Howard,PHI,RB,7,0,0,0,406,3,2,19,0,8.9,62.5
Damien Williams,CHI,RB,12,0,0,0,164,2,16,103,1,5.1,60.7
DeeJay Dallas,SEA,RB,17,0,0,0,138,2,21,133,0,3.5,60.1
Giovani Bernard,TB,RB,12,0,0,0,58,0,23,123,3,4.9,59.1
Duke Johnson,MIA,RB,5,0,0,0,330,3,4,41,0,11.8,59.1
Derrick Gore,KC,RB,11,0,0,0,256,2,8,105,0,5.1,56.1
Jaret Patterson,WAS,RB,17,0,0,0,266,2,10,73,0,3.3,55.9
Travis Homer,SEA,RB,14,0,0,0,177,1,16,161,0,4,55.8
Jeff Wilson Jr.,SF,RB,9,0,0,0,294,2,7,31,0,5.7,51.5
Tevin Coleman,NYJ,RB,11,0,0,0,356,0,11,49,0,4.7,51.5
Demetric Felton,CLE,RB,16,0,0,0,24,0,18,181,2,3.2,50.5
Dare Ogunbowale,JAX,RB,17,0,0,0,137,1,13,114,1,2.9,50.1
Peyton Barber,LV,RB,10,0,0,0,212,2,10,67,0,5,49.9
Chris Evans,CIN,RB,14,0,0,0,77,0,15,151,2,3.6,49.8
JaMycal Hasty,SF,RB,11,0,0,0,68,1,23,157,0,4.5,49.5
Chris Carson,SEA,RB,4,0,0,0,232,3,6,29,0,12,48.1
Carlos Hyde,JAX,RB,12,0,0,0,253,1,12,65,0,3.8,45.8
Phillip Lindsay,MIA,RB,14,0,0,0,249,1,4,45,1,3.2,45.4
Matt Breida,BUF,RB,9,0,0,0,125,1,7,72,2,4.7,42.7
Ty'Son Williams,BAL,RB,13,0,0,0,185,1,9,84,0,3.2,41.9
Salvon Ahmed,MIA,RB,12,0,0,0,149,0,12,117,0,3.2,38.6
Le'Veon Bell,TB,RB,8,0,0,0,101,2,5,30,1,4.8,38.1
Ke'Shawn Vaughn,TB,RB,12,0,0,0,180,2,4,26,0,3.1,36.6
Jerick McKinnon,KC,RB,13,0,0,0,62,0,13,107,1,2.8,35.9
Elijhaa Penny,NYG,RB,17,0,0,0,99,1,9,30,1,2.1,35.9
Craig Reynolds,DET,RB,5,0,0,0,230,0,7,52,0,7,35.2
Royce Freeman,HOU,RB,15,0,0,0,169,0,10,77,0,2.3,34.6
C.J. Ham,MIN,FB,17,0,0,0,34,0,17,125,0,1.9,32.9
James White,NE,RB,3,0,0,0,38,1,12,94,0,10.4,31.2
Corey Clement,DAL,RB,17,0,0,0,140,0,6,29,1,1.7,28.9
Trey Sermon,SF,RB,9,0,0,0,167,1,3,26,0,3.1,28.3
Eno Benjamin,ARI,RB,9,0,0,0,118,1,6,42,0,3.1,28
Godwin Igwebuike,DET,RB,17,0,0,0,118,1,7,60,0,1.6,26.8
Cooper Kupp,LAR,WR,17,0,0,0,18,0,145,1947,16,25.9,439.5
Davante Adams,GB,WR,16,0,0,0,0,0,123,1553,11,21.5,344.3
Deebo Samuel Sr.,SF,WR,16,24,1,0,365,8,77,1405,6,21.2,339
Justin Jefferson,MIN,WR,17,35,0,0,14,0,108,1616,10,19.4,330.4
Ja'Marr Chase,CIN,WR,17,0,0,0,21,0,81,1455,13,17.9,304.6
Tyreek Hill,KC,WR,17,0,0,0,96,0,111,1239,9,17.4,296.5
Stefon Diggs,BUF,WR,17,0,0,0,0,0,103,1225,10,16.8,285.5
Diontae Johnson,PIT,WR,16,0,0,0,53,0,107,1161,8,17.1,274.4
Mike Evans,TB,WR,16,0,0,0,10,0,74,1035,14,16.4,262.5
Hunter Renfrow,LV,WR,17,0,0,0,3,0,103,1038,9,15.2,259.1
Keenan Allen,LAC,WR,16,0,0,0,0,0,106,1138,6,16.1,257.8
Mike Williams,LAC,WR,16,0,0,0,0,0,76,1146,9,15.4,246.6
Jaylen Waddle,MIA,WR,16,0,0,0,3,1,104,1015,6,15.4,245.8
DK Metcalf,SEA,WR,17,0,0,0,6,0,75,967,12,14.4,244.3
Chris Godwin,TB,WR,14,0,0,0,21,1,98,1103,5,17.3,242.4
Tyler Lockett,SEA,WR,16,0,0,0,9,0,73,1175,8,15.1,241.4
Michael Pittman Jr.,IND,WR,17,0,0,0,44,0,88,1082,6,14,238.6
DJ Moore,CAR,WR,17,0,0,0,48,0,93,1157,4,14,237.5
CeeDee Lamb,DAL,WR,16,0,0,0,76,0,79,1102,6,14.6,232.8
Brandin Cooks,HOU,WR,16,0,0,0,21,0,90,1037,6,14.5,231.8
Amon-Ra St. Brown,DET,WR,17,0,0,0,61,1,90,912,5,13.4,227.3
Marquise Brown,BAL,WR,16,0,0,0,5,0,91,1008,6,14.1,226.3
Darnell Mooney,CHI,WR,17,0,0,0,32,1,81,1055,4,12.9,219.7
Tee Higgins,CIN,WR,14,0,0,0,0,0,74,1091,6,15.7,219.1
Terry McLaurin,WAS,WR,17,0,0,0,12,0,77,1053,5,12.6,213.5
Christian Kirk,ARI,WR,17,33,0,0,11,0,77,982,5,12.2,207.6
Amari Cooper,DAL,WR,15,0,0,0,0,0,68,865,8,13.5,202.5
Adam Thielen,MIN,WR,13,0,0,0,2,0,67,726,10,15.4,199.8
Jakobi Meyers,NE,WR,17,45,0,0,9,0,83,866,2,11,186.3
DeVonta Smith,PHI,WR,17,0,0,0,0,0,64,916,5,10.9,185.6
Tyler Boyd,CIN,WR,16,46,0,0,22,0,67,828,5,11.5,183.8
A.J. Brown,TEN,WR,13,0,0,0,10,0,63,869,5,13.9,180.9
Kendrick Bourne,NE,WR,17,25,1,0,125,0,55,800,5,10.6,180.5
Marvin Jones Jr.,JAX,WR,17,0,0,0,0,0,73,832,4,10.6,180.2
Brandon Aiyuk,SF,WR,17,0,0,0,17,0,56,826,5,10,170.3
Van Jefferson,LAR,WR,17,0,0,0,20,0,50,802,6,9.9,168.2
Chase Claypool,PIT,WR,15,0,0,0,96,0,59,860,2,11.1,166.6
Russell Gage,ATL,WR,14,0,0,0,0,0,66,770,4,11.6,163
Cole Beasley,BUF,WR,16,0,0,0,0,0,82,693,1,10,159.3
K.J. Osborn,MIN,WR,17,0,0,0,10,0,50,655,7,9.3,158.5
A.J. Green,ARI,WR,16,0,0,0,0,0,54,848,3,9.8,156.8
Tim Patrick,DEN,WR,16,0,0,0,0,0,53,734,5,9.8,156.4
Marquez Callaway,NO,WR,17,0,0,0,0,0,46,698,6,8.9,151.8
Courtland Sutton,DEN,WR,17,16,0,0,0,0,58,776,2,8.8,150.2
Cedrick Wilson Jr.,DAL,WR,16,88,0,0,11,0,45,602,6,9.2,147.8
DeAndre Hopkins,ARI,WR,10,0,0,0,0,0,42,572,8,14.7,147.2
Allen Lazard,GB,WR,15,0,0,0,32,0,40,513,8,9.5,142.5
Mecole Hardman Jr.,KC,WR,17,0,0,0,46,0,59,693,2,8.3,140.9
Robbie Chosen,CAR,WR,17,0,0,0,36,0,53,519,5,8.1,138.5
Elijah Moore,NYJ,WR,11,0,0,0,54,1,43,538,5,12.6,138.2
Robert Woods,LAR,WR,9,0,0,0,46,1,45,556,4,15.2,137.2
Jarvis Landry,CLE,WR,12,0,0,0,40,2,52,570,2,11.1,133
Kalif Raymond,DET,WR,16,0,0,0,28,0,48,576,4,8.3,132.4
Emmanuel Sanders,BUF,WR,14,0,0,0,31,0,42,626,4,9.4,131.7
Odell Beckham Jr.,LAR,WR,14,0,0,0,14,0,44,537,5,9.2,129.1
Laviska Shenault Jr.,JAX,WR,16,0,0,0,41,0,63,619,0,7.9,127
Byron Pringle,KC,WR,17,0,0,0,0,0,42,568,5,7.5,126.8
Gabe Davis,BUF,WR,16,0,0,0,0,0,35,549,6,7.9,125.9
Antonio Brown,TB,WR,7,0,0,0,6,0,42,545,4,17.3,121.1
Quez Watkins,PHI,WR,17,0,0,0,3,0,43,647,1,6.8,116
Braxton Berrios,NYJ,WR,16,0,0,0,40,2,46,431,2,7.2,115.1
Deonte Harty,NO,WR,13,0,0,0,41,0,36,570,3,8.7,113.1
Donovan Peoples-Jones,CLE,WR,14,0,0,0,0,0,34,597,3,7.8,109.7
Jamison Crowder,NYJ,WR,12,0,0,0,0,0,51,447,2,9.1,109.7
Bryan Edwards,LV,WR,16,0,0,0,0,0,34,571,3,6.8,109.1
Rondale Moore,ARI,WR,14,0,0,0,76,0,54,435,1,7.8,109.1
Nick Westbrook-Ikhine,TEN,WR,16,0,0,0,0,0,38,476,4,6.7,107.6
Zay Jones,LV,WR,17,0,0,0,3,0,47,546,1,6.2,105.9
Corey Davis,NYJ,WR,9,0,0,0,0,0,34,492,4,11.7,105.2
DeVante Parker,MIA,WR,10,0,0,0,0,0,40,515,2,10.3,103.5
Rashod Bateman,BAL,WR,12,0,0,0,0,0,46,515,1,8.6,103.5
Nelson Agholor,NE,WR,15,0,0,0,11,0,37,473,3,6.9,103.4
Jalen Guyton,LAC,WR,16,0,0,0,34,0,31,448,3,6.1,97.2
Zach Pascal,IND,WR,16,0,0,0,21,0,38,384,3,5.9,94.5
Randall Cobb,GB,WR,12,0,0,0,1,0,28,375,5,7.8,93.6
Joshua Palmer,LAC,WR,17,0,0,0,6,0,33,353,4,5.5,92.9
Michael Gallup,DAL,WR,9,0,0,0,0,0,35,445,2,10.2,91.5
Olamide Zaccheaus,ATL,WR,17,0,0,0,2,0,31,406,3,5.3,89.8
Kenny Golladay,NYG,WR,14,0,0,0,0,0,37,521,0,6.4,89.1
Tre'Quan Smith,NO,WR,11,0,0,0,0,0,32,377,3,8,87.7
Marquez Valdes-Scantling,GB,WR,11,0,0,0,0,0,26,430,3,7.9,87
Allen Robinson II,CHI,WR,12,0,0,0,0,0,38,410,1,7.2,87
Freddie Swain,SEA,WR,17,0,0,0,32,0,25,343,4,5.1,86.5
Jerry Jeudy,DEN,WR,10,0,0,0,3,0,38,467,0,8.5,85
Henry Ruggs III,LV,WR,7,0,0,0,16,0,24,469,2,12.1,84.5
Nico Collins,HOU,WR,14,0,0,0,0,0,33,446,1,6,83.6
Devin Duvernay,BAL,WR,16,0,0,0,50,1,33,272,2,5.2,83.2
Laquon Treadwell,JAX,WR,12,0,0,0,0,0,33,434,1,6.9,82.4
Kadarius Toney,NYG,WR,10,19,0,0,6,0,39,420,0,8.2,82.4
Jauan Jennings,SF,WR,16,0,0,0,0,0,24,282,5,5.1,82.2
Josh Reynolds,DET,WR,12,0,0,0,0,0,29,396,2,6.7,80.6
DeAndre Carter,WAS,WR,17,0,0,0,89,0,24,296,3,4.7,80.5
Julio Jones,TEN,WR,10,0,0,0,0,0,31,434,1,8,80.4
Adam Humphries,WAS,WR,17,0,0,0,0,0,41,383,0,4.7,79.3
Keelan Cole Sr.,NYJ,WR,15,0,0,0,0,0,28,449,1,5.3,78.9
Jalen Reagor,PHI,WR,17,0,0,0,32,0,33,299,2,4.6,78.1
Sterling Shepard,NYG,WR,7,0,0,0,-9,0,36,366,1,11.1,77.7
DeSean Jackson,LV,WR,16,0,0,0,4,0,20,454,2,4.7,75.8
T.Y. Hilton,IND,WR,10,0,0,0,0,0,23,331,3,7.4,74.1
Tyler Johnson,TB,WR,17,0,0,0,0,0,36,360,0,4.2,72
Mark Andrews,BAL,TE,17,0,0,0,0,0,107,1361,9,17.7,301.1
Travis Kelce,KC,TE,16,0,0,0,3,1,92,1125,9,16.4,262.8
Dalton Schultz,DAL,TE,17,0,0,0,0,0,78,808,8,12.3,208.8
George Kittle,SF,TE,14,0,0,0,20,0,71,910,6,14.1,198
Zach Ertz,ARI,TE,17,0,0,0,4,0,74,763,5,10.6,180.7
Kyle Pitts,ATL,TE,17,0,0,0,0,0,68,1026,1,10.4,176.6
Rob Gronkowski,TB,TE,12,0,0,0,0,0,55,802,6,14.3,171.2
Mike Gesicki,MIA,TE,17,0,0,0,0,0,73,780,2,9.7,165
Dallas Goedert,PHI,TE,15,0,0,0,0,0,56,830,4,11,165
Hunter Henry,NE,TE,17,0,0,0,0,0,50,603,9,9.7,164.3
Dawson Knox,BUF,TE,15,0,0,0,4,0,49,587,9,10.9,164.1
Noah Fant,DEN,TE,16,0,0,0,0,0,68,670,4,9.9,159
Pat Freiermuth,PIT,TE,16,0,0,0,0,0,60,497,7,9.5,151.7
Tyler Higbee,LAR,TE,15,0,0,0,0,0,61,560,5,9.8,147
T.J. Hockenson,DET,TE,12,0,0,0,0,0,61,583,4,12.1,145.3
Tyler Conklin,MIN,TE,17,0,0,0,0,0,61,593,3,8.1,138.3
Darren Waller,LV,TE,11,0,0,0,0,0,55,665,2,12.1,133.5
Jared Cook,LAC,TE,16,0,0,0,0,0,48,564,4,8.3,132.4
C.J. Uzomah,CIN,TE,16,0,0,0,0,0,49,493,5,8,128.3
Cole Kmet,CHI,TE,17,0,0,0,0,0,60,612,0,7.1,121.2
Gerald Everett,SEA,TE,15,0,0,0,20,0,48,478,4,7.9,117.8
David Njoku,CLE,TE,16,0,0,0,1,0,36,475,4,6.7,107.6
Evan Engram,NYG,TE,15,0,0,0,-3,0,46,408,3,6.8,102.5
Austin Hooper,CLE,TE,16,0,0,0,0,0,38,345,3,5.8,92.5
Foster Moreau,LV,TE,17,0,0,0,0,0,30,373,3,5,85.3
Mo Alie-Cox,IND,TE,17,0,0,0,0,0,24,316,4,4.7,79.6
Jack Doyle,IND,TE,17,0,0,0,0,0,29,302,3,4.7,79.2
Anthony Firkser,TEN,TE,15,0,0,0,0,1,34,291,2,5.3,79.1
Cameron Brate,TB,TE,17,0,0,0,0,0,30,245,4,4.6,78.5
Albert Okwuegbunam Jr.,DEN,TE,14,0,0,0,0,0,33,330,2,5.4,76
Dan Arnold,JAX,TE,11,0,0,0,0,0,35,408,0,6.9,75.8
Geoff Swaim,TEN,TE,16,0,0,0,0,0,31,210,3,4.4,70
Durham Smythe,MIA,TE,17,0,0,0,3,0,34,357,0,4.1,70
Ricky Seals-Jones,WAS,TE,13,0,0,0,0,0,30,271,2,5.3,69.1
Jonnu Smith,NE,TE,16,0,0,0,40,0,28,294,1,4.2,67.4
Ryan Griffin,NYJ,TE,14,0,0,0,0,0,27,261,2,4.6,65.1
Hayden Hurst,ATL,TE,13,0,0,0,0,0,26,221,3,4.9,64.1
Adam Trautman,NO,TE,13,0,0,0,0,0,27,263,2,4.9,63.3
Harrison Bryant,CLE,TE,16,0,0,0,0,0,21,233,3,3.9,62.3
Josiah Deguara,GB,TE,16,0,0,0,0,0,25,245,2,3.8,61.5
Kyle Rudolph,NYG,TE,16,0,0,0,0,0,26,257,1,3.7,59.7
Donald Parham Jr.,LAC,TE,14,0,0,0,0,0,20,190,3,4.2,59
Brevin Jordan,HOU,TE,9,0,0,0,0,0,20,178,3,6.2,55.8
Logan Thomas,WAS,TE,6,0,0,0,0,0,18,196,3,8.9,53.6
Tommy Tremble,CAR,TE,16,0,0,0,11,1,20,180,1,3.3,53.1
Juwan Johnson,NO,TE,14,0,0,0,0,0,13,159,4,3.8,52.9
John Bates,WAS,TE,17,0,0,0,0,0,20,249,1,3,50.9
Jimmy Graham,CHI,TE,15,0,0,0,0,0,14,167,3,3.4,50.7
Robert Tonyan,GB,TE,8,0,0,0,0,0,18,204,2,6.3,50.4
James O'Shaughnessy,JAX,TE,7,0,0,0,0,0,24,244,0,7.2,50.4
