Player,Team,Pos,GP,PassingYds,PassingTD,Int,RushingYds,RushingTD,Receptions,ReceivingYds,ReceivingTD,FPTS/G,FPTS
T.J. Hockenson,MIN,TE,17,0,0,0,0,0,56.3,571.9,3.3,7.8,132.6
Pat Freiermuth,PIT,TE,17,0,0,0,0,0,51.8,537.1,4.2,7.7,130.9
Tyler Conklin,NYJ,TE,17,0,0,0,0,0,50.3,507.6,3.3,7.1,120.7
Luke Musgrave,GB,TE,17,0,0,0,0,0,47,505.8,3.3,6.9,117.3
Chigoziem Okonkwo,TEN,TE,17,0,0,0,0.7,0,48.9,520,2.4,6.8,115.6
Hunter Henry,NE,TE,17,0,0,0,0,0,42.8,454.4,4.3,6.7,113.9
Juwan Johnson,NO,TE,17,0,0,0,0,0,41.9,443,4.2,6.5,110.5
Cade Otton,TB,TE,17,0,0,0,0,0,42.4,426.4,3.3,6.1,103.7
Noah Fant,SEA,TE,17,0,0,0,0,0,42,456.2,2.7,6.1,103.7
Ben Sinnott,WAS,TE,17,0,0,0,0.8,0,37.4,403.5,2.9,5.6,95.2
Jonnu Smith,MIA,TE,17,0,0,0,0.3,0,36.3,419.6,2.5,5.5,93.5
Isaiah Likely,BAL,TE,17,0,0,0,0,0,29.8,362.7,4,5.3,90.1
Mike Gesicki,CIN,TE,17,0,0,0,0,0,34.4,362.4,3.1,5.2,88.4
Michael Mayer,LV,TE,17,0,0,0,0,0,31.7,359,2.3,4.8,81.6
Tucker Kraft,GB,TE,17,0,0,0,0,0,32.7,342.6,2.4,4.8,81.6
Dawson Knox,BUF,TE,17,0,0,0,0,0,27.8,289.5,3.4,4.5,76.5
Ja'Tavion Sanders,CAR,TE,17,0,0,0,0,0,31.2,325.4,2.2,4.5,76.5
Greg Dulcich,DEN,TE,17,0,0,0,0,0,30.1,346.4,1.9,4.5,76.5
Hayden Hurst,LAC,TE,17,0,0,0,0,0,31,296.4,2.2,4.3,73.1
Zach Ertz,WAS,TE,17,0,0,0,0,0,31,283.3,2.3,4.3,73.1
Daniel Bellinger,NYG,TE,17,0,0,0,0,0,31.9,312.3,1.5,4.2,71.4
Tyler Higbee,LAR,TE,17,0,0,0,0,0,30.2,301.3,1.8,4.2,71.4
Colby Parkinson,LAR,TE,17,0,0,0,0,0,28.2,290.1,2.2,4.1,69.7
Jelani Woods,IND,TE,17,0,0,0,0,0,25.4,313.7,2,4,68
Gerald Everett,CHI,TE,17,0,0,0,0,0,28.4,266.9,2.1,4,68
Theo Johnson,NYG,TE,17,0,0,0,0,0,27.2,281.7,1.6,3.8,64.6
Donald Parham Jr.,LAC,TE,17,0,0,0,0,0,20.6,222.6,3.1,3.6,61.2
Noah Gray,KC,TE,17,0,0,0,0,0,23.9,257.4,1.7,3.5,59.5
Will Dissly,LAC,TE,17,0,0,0,0,0,22.7,227.4,1.7,3.3,56.1
Tanner Hudson,CIN,TE,17,0,0,0,0,0,23.1,222.1,1.6,3.2,54.4
Tommy Tremble,CAR,TE,17,0,0,0,0,0,20.2,188.2,2.2,3.1,52.7
Kylen Granson,IND,TE,17,0,0,0,0,0,19.4,231.5,1.3,3,51
Josh Oliver,MIN,TE,17,0,0,0,0,0,20,194.8,1.5,2.8,47.6
Elijah Higgins,ARI,TE,17,0,0,0,0,0,19.4,212.1,1.2,2.8,47.6
Adam Trautman,DEN,TE,17,0,0,0,0,0,18.9,181.1,1.7,2.8,47.6
Brevin Jordan,HOU,TE,17,0,0,0,0,0,15.8,197.9,1.9,2.8,47.6
