40,Gardner Minshew II,PHI,QB,17,495.9,3.9,1.6,33.7,0.3,0,0,0,0,0,0,0,2.1,36.4
41,Taylor Heinicke,WAS,QB,17,406.3,2.7,1.1,60.7,0.6,0,0,0,0,0,0,0,2,34.1
42,Jacob Eason,IND,QB,17,666.7,3.2,3.3,12,0.1,0,0,0,0,0,0,0,2,34.1
43,Marcus Mariota,LV,QB,17,374,2.7,1.7,51.3,0.5,0,0,0,0,0,0,0,1.8,30.3
44,Mitchell Trubisky,BUF,QB,17,367.2,2.2,1.8,40.9,0.3,0,0,0,0,0,0,0,1.5,25.6
45,Kyle Trask,TB,QB,17,314.3,1.7,0.9,6.7,0,0,0,0,0,0,0,0,1.1,18.2
46,Bryce Perkins,LAR,QB,17,306.9,1,1.4,20.2,0.4,0,0,0,0,0,0,0,1,17.5
47,Jacoby Brissett,MIA,QB,17,215.2,0.8,0.8,17,0.8,0,0,0,0,0,0,0,0.9,16.1
48,Mike White,NYJ,QB,17,266.2,1.4,1.1,6.4,0.1,0,0,0,0,0,0,0,0.9,14.7
49,Mason Rudolph,PIT,QB,17,249.7,1.4,1.1,5.4,0.1,0,0,0,0,0,0,0,0.8,14.1
50,Tyler Huntley,BAL,QB,17,197.9,0.9,1,45.6,0.1,0,0,0,0,0,0,0,0.8,14.1
51,Joe Flacco,PHI,QB,17,302.9,1.5,1.5,9.2,0,0,0,0,0,0,0,0,0.8,14
52,Sam Ehlinger,IND,QB,17,67.8,0,0,39,1.2,0,0,0,0,0,0,0,0.8,13.8
53,Kellen Mond,MIN,QB,17,212.6,1.3,0.6,4.5,0.1,0,0,0,0,0,0,0,0.8,12.9
54,Will Grier,DAL,QB,17,204.1,1.4,0.8,4.3,0.1,0,0,0,0,0,0,0,0.8,12.8
55,PJ Walker,CAR,QB,17,261.6,0.9,1.8,8.7,0.2,0,0,0,0,0,0,0,0.7,12.1
56,Nick Mullens,CLE,QB,17,212.3,1.4,1.4,0.5,0,0,0,0,0,0,0,0,0.7,11.3
57,Blaine Gabbert,TB,QB,17,163.6,1.2,0.3,7.6,0,0,0,0,0,0,0,0,0.7,11.1
58,Brandon Allen,CIN,QB,17,202.1,1,0.9,9.4,0,0,0,0,0,0,0,0,0.6,11
59,Chad Henne,KC,QB,17,174.8,0.8,0.6,7.3,0.2,0,0,0,0,0,0,0,0.6,10.7
60,John Wolford,LAR,QB,17,192.9,0.7,0.6,12.9,0,0,0,0,0,0,0,0,0.6,10.4
61,C.J. Beathard,JAX,QB,17,184.2,0.9,0.7,4.9,0.1,0,0,0,0,0,0,0,0.6,9.7
62,Kyle Allen,WAS,QB,17,178,1,1.1,3.3,0.1,0,0,0,0,0,0,0,0.6,9.7
63,Feleipe Franks,ATL,QB,17,157.6,1,1,6.4,0.1,0,0,0,0,0,0,0,0.5,9.3
64,Ian Book,NO,QB,17,145.9,0.9,0.9,11.1,0,0,0,0,0,0,0,0,0.5,8.8
65,Tim Boyle,DET,QB,17,147,0.8,0.6,4.3,0,0,0,0,0,0,0,0,0.5,8.3
66,Mike Glennon,NYG,QB,17,183,0.8,1,3.7,0,0,0,0,0,0,0,0,0.5,7.9
67,Cooper Rush,DAL,QB,17,141.3,0.6,0.5,2.6,0.1,0,0,0,0,0,0,0,0.5,7.7
68,Brian Hoyer,NE,QB,17,125.5,0.7,0.4,1.7,0.1,0,0,0,0,0,0,0,0.4,7.4
69,Logan Woodside,TEN,QB,17,101.1,0.8,0.3,7.7,0,0,0,0,0,0,0,0,0.4,7.2
70,Geno Smith,SEA,QB,17,113.1,0.7,0.2,2.4,0,0,0,0,0,0,0,0,0.4,6.8
71,Chase Daniel,LAC,QB,17,121.2,0.6,0.4,5.1,0,0,0,0,0,0,0,0,0.4,6.8
72,Colt McCoy,ARI,QB,17,114.4,0.5,0.5,11.2,0,0,0,0,0,0,0,0,0.4,6.7
73,David Blough,DET,QB,17,133.5,0.7,1.1,9.3,0,0,0,0,0,0,0,0,0.4,6.7
74,Chris Streveler,ARI,QB,17,97.4,0.6,0.5,6.1,0.1,0,0,0,0,0,0,0,0.4,6.1
75,Dwayne Haskins,PIT,QB,17,131.1,0.4,0.6,3.8,0,0,0,0,0,0,0,0,0.4,6
76,Case Keenum,CLE,QB,17,111.8,0.7,0.6,3.2,0,0,0,0,0,0,0,0,0.3,5.2
77,Josh Rosen,ATL,QB,17,80.9,0.5,0.5,5.9,0,0,0,0,0,0,0,0,0.3,4.6
78,Nick Foles,CHI,QB,17,120.3,0.1,0.4,0.7,0,0,0,0,0,0,0,0,0.3,4.5
79,Jarrett Stidham,NE,QB,17,77.2,0.4,0.3,1.4,0,0,0,0,0,0,0,0,0.2,4.2
80,Jake Fromm,BUF,QB,17,81.4,0,0,0,0,0,0,0,0,0,0,0,0.2,3.3
81,Shane Buechele,KC,QB,17,57.4,0,0,0,0,0,0,0,0,0,0,0,0.1,2.3
82,Ben DiNucci,DAL,QB,17,3.9,0,0,0.3,0,0,0,0,0,0,0,0,0,0.2
83,Easton Stick,LAC,QB,17,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Jake Browning,CIN,QB,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Jake Dolegala,NE,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
86,Devlin Hodges,LAR,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
87,Jordan Ta'amu,KC,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
88,Steven Montez,WAS,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
89,Nate Stanley,MIN,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
90,Jake Luton,SEA,QB,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Anthony Gordon,KC,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
92,Cole McDonald,ARI,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
93,James Morgan,CAR,QB,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,AJ McCarron,ATL,QB,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Joshua Dobbs,PIT,QB,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Jamie Newman,PHI,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
97,Clayton Thorson,NYG,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
98,Kurt Benkert,GB,QB,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Alex McGough,SEA,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
100,Nate Sudfeld,SF,QB,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Christian McCaffrey,CAR,RB,17,0,0,0,1184.3,10.9,88.2,733.4,4,0,0,0,0,21.5,365.4
2,Dalvin Cook,MIN,RB,17,0,0,0,1381.6,12.1,54.2,468.1,2.4,0,0,0,0,18.9,321.2
3,Alvin Kamara,NO,RB,17,0,0,0,899.7,9,77.9,695.3,3,0,0,0,0,18,306.6
4,Derrick Henry,TEN,RB,17,0,0,0,1633.3,13.4,23.5,171,2,0,0,0,0,17.1,291.1
5,Ezekiel Elliott,DAL,RB,17,0,0,0,1157.7,9.6,53.7,425.4,2.3,0,0,0,0,16.4,278.2
6,Austin Ekeler,LAC,RB,17,0,0,0,813.6,4.1,83.3,692.9,3.6,0,0,0,0,16.3,277.4
7,Aaron Jones,GB,RB,17,0,0,0,1077.7,9.4,51.9,414.3,2.7,0,0,0,0,15.9,270.5
8,Jonathan Taylor,IND,RB,17,0,0,0,1225,10.9,40.8,314.7,2,0,0,0,0,15.8,268.8
9,Saquon Barkley,NYG,RB,17,0,0,0,1107.3,8.5,52.9,429.6,2.3,0,0,0,0,15.8,268
10,Nick Chubb,CLE,RB,17,0,0,0,1351.7,11.5,30.5,258.8,1.6,0,0,0,0,15.7,266.6
11,Najee Harris,PIT,RB,17,0,0,0,1107,8.4,46.8,363.5,2.2,0,0,0,0,14.9,253.2
12,Antonio Gibson,WAS,RB,17,0,0,0,1048.9,9.4,48.1,369.5,1.7,0,0,0,0,14.9,253.1
13,Joe Mixon,CIN,RB,17,0,0,0,1091.3,7.3,50.7,379,2.4,0,0,0,0,14.9,252.5
14,James Robinson,JAX,RB,17,0,0,0,1035.1,7.1,48.4,350.1,1.9,0,0,0,0,14,238.1
15,Clyde Edwards-Helaire,KC,RB,17,0,0,0,972.4,6.6,49.7,409.5,2.1,0,0,0,0,14,237.7
16,David Montgomery,CHI,RB,17,0,0,0,1047.3,8.3,40.8,340.7,1.8,0,0,0,0,13.9,237
17,D'Andre Swift,DET,RB,17,0,0,0,807.9,7.2,55.6,426.6,2,0,0,0,0,13.5,229.8
18,Chris Carson,SEA,RB,17,0,0,0,998.8,7.2,42.5,324.9,2.5,0,0,0,0,13.5,229.7
19,Miles Sanders,PHI,RB,17,0,0,0,1035.6,6.6,41.1,338.9,1.8,0,0,0,0,13.3,225.3
20,Josh Jacobs,LV,RB,17,0,0,0,1042.6,9.1,29.3,226.6,1.1,0,0,0,0,12.6,214
21,Mike Davis,ATL,RB,17,0,0,0,887.3,6.3,46.2,316.7,1.6,0,0,0,0,12.4,210.4
22,Gus Edwards,BAL,RB,17,0,0,0,1098.6,9.2,19.6,168.8,1,0,0,0,0,12,204.3
23,Chase Edmonds,ARI,RB,17,0,0,0,699.6,4,50.3,388.5,2.6,0,0,0,0,11.6,196.5
24,Myles Gaskin,MIA,RB,17,0,0,0,769.6,5.1,44.1,344.9,1.7,0,0,0,0,11.3,192.3
25,Darrell Henderson Jr.,LAR,RB,17,0,0,0,816.5,6.6,33.6,288.6,1.5,0,0,0,0,11.2,190.3
26,Javonte Williams,DEN,RB,17,0,0,0,892.5,5.8,31.8,230.1,1.3,0,0,0,0,10.8,183.5
27,Damien Harris,NE,RB,17,0,0,0,1064.3,7.4,16.5,128.6,0.7,0,0,0,0,10.7,182
28,Kareem Hunt,CLE,RB,17,0,0,0,655.5,5.4,38.7,318.4,2.5,0,0,0,0,10.7,181.5
29,Raheem Mostert,SF,RB,17,0,0,0,843.8,6,24.1,226.2,1.4,0,0,0,0,10.1,172.3
30,Melvin Gordon III,DEN,RB,17,0,0,0,779.6,5.6,27.2,169,1,0,0,0,0,9.3,157.5
31,Leonard Fournette,TB,RB,17,0,0,0,639.7,5.9,28.1,190.1,0.9,0,0,0,0,8.8,150.1
32,Trey Sermon,SF,RB,17,0,0,0,691.8,5.3,24.1,205.2,1.1,0,0,0,0,8.8,149.6
33,James Conner,ARI,RB,17,0,0,0,621.4,5.7,28.1,201.2,0.9,0,0,0,0,8.7,147.8
34,Kenyan Drake,LV,RB,17,0,0,0,568.3,4.4,35,247.3,0.9,0,0,0,0,8.6,146
35,Sony Michel,LAR,RB,17,0,0,0,764.2,5.4,18.1,146.1,0.7,0,0,0,0,8.5,144.1
36,Jamaal Williams,DET,RB,17,0,0,0,592.8,3.2,33.9,251.2,0.9,0,0,0,0,8.3,140.9
37,Zack Moss,BUF,RB,17,0,0,0,622.8,5,24.4,176.2,1.1,0,0,0,0,8.2,139.3
38,Ronald Jones,TB,RB,17,0,0,0,758.3,5.9,15.3,108.8,0.7,0,0,0,0,8.2,139.2
39,AJ Dillon,GB,RB,17,0,0,0,749.9,5,18.4,133.2,0.6,0,0,0,0,8.1,137.9
40,Nyheim Hines,IND,RB,17,0,0,0,277.1,2.1,48.7,369,2,0,0,0,0,8,136.3
41,Michael Carter,NYJ,RB,17,0,0,0,565.4,3.8,29.2,234.9,0.9,0,0,0,0,7.9,134.6
42,Devin Singletary,BUF,RB,17,0,0,0,558.3,2.5,32,238.2,1.1,0,0,0,0,7.7,131.1
43,James White,NE,RB,17,0,0,0,196.9,1.6,51.4,406.6,1.5,0,0,0,0,7.6,128.8
44,Tony Pollard,DAL,RB,17,0,0,0,459.7,3.4,30.4,227.5,1.1,0,0,0,0,7.3,124.1
45,David Johnson,HOU,RB,17,0,0,0,403.5,3.4,29,256.9,1.2,0,0,0,0,7.1,121.4
46,J.D. McKissic,WAS,RB,17,0,0,0,259.3,1.2,46.5,348.3,1.2,0,0,0,0,7.1,120.3
47,Phillip Lindsay,HOU,RB,17,0,0,0,584.9,3,17.8,121.4,0.4,0,0,0,0,6.3,107
48,Alexander Mattison,MIN,RB,17,0,0,0,531.8,2.8,18.9,146.1,0.8,0,0,0,0,6.3,106.7
49,Ty'Son Williams,BAL,RB,17,0,0,0,498.8,3.5,17.9,136.3,0.5,0,0,0,0,6.1,103.8
50,Giovani Bernard,TB,RB,17,0,0,0,179.3,1.1,41.7,312.8,1.1,0,0,0,0,6.1,102.9
51,Tevin Coleman,NYJ,RB,17,0,0,0,485,3.3,19.3,145.4,0.4,0,0,0,0,6,102.7
52,Damien Williams,CHI,RB,17,0,0,0,312,2.3,26.7,197.8,0.9,0,0,0,0,5.6,95.3
53,Malcolm Brown,MIA,RB,17,0,0,0,397.2,3.3,20,141.6,0.4,0,0,0,0,5.6,94.9
54,Darrel Williams,KC,RB,17,0,0,0,362.8,2.5,21.1,141.1,0.5,0,0,0,0,5.2,88.3
55,Carlos Hyde,JAX,RB,17,0,0,0,421.4,2.7,16.4,122.8,0.3,0,0,0,0,5.1,87.4
56,Rashaad Penny,SEA,RB,17,0,0,0,379.9,2.8,15.6,122.6,0.5,0,0,0,0,5,84.2
57,Wayne Gallman,ATL,RB,17,0,0,0,415.4,3,13.5,85.7,0.3,0,0,0,0,4.8,82
58,Rhamondre Stevenson,NE,RB,17,0,0,0,409.1,3.3,12.1,82.6,0.2,0,0,0,0,4.7,80.5
59,Mark Ingram II,HOU,RB,17,0,0,0,384.5,3.1,12.5,97.5,0.4,0,0,0,0,4.7,80.1
60,Ty Johnson,NYJ,RB,17,0,0,0,367.4,2,17.8,116.7,0.4,0,0,0,0,4.7,80
61,Salvon Ahmed,MIA,RB,17,0,0,0,370.1,2.2,17.1,116.1,0.3,0,0,0,0,4.7,79.9
62,Cordarrelle Patterson,ATL,RB,17,0,0,0,259.4,1.6,19.7,171.1,1.1,0,0,0,0,4.6,78.5
63,Boston Scott,PHI,RB,17,0,0,0,251.2,1.7,22.1,171.4,0.8,0,0,0,0,4.6,78.4
64,Justin Jackson,LAC,RB,17,0,0,0,352.9,1.8,17.6,125.4,0.4,0,0,0,0,4.6,77.8
65,Chuba Hubbard,CAR,RB,17,0,0,0,354.9,2.5,14.1,114.8,0.3,0,0,0,0,4.5,76.1
66,Tarik Cohen,CHI,RB,17,0,0,0,150.5,0.8,29.8,216.4,1,0,0,0,0,4.4,75.5
67,Darrynton Evans,TEN,RB,17,0,0,0,317.4,1.7,17.6,138.3,0.6,0,0,0,0,4.4,75.4
68,Devontae Booker,NYG,RB,17,0,0,0,316.5,2,16.7,113.4,0.4,0,0,0,0,4.3,72.9
69,Tony Jones,NO,RB,17,0,0,0,322.1,1.5,17,122,0.5,0,0,0,0,4.3,72.6
70,Jerick McKinnon,KC,RB,17,0,0,0,188.3,1.2,22.1,177,0.9,0,0,0,0,4.2,70.6
71,Justice Hill,BAL,RB,17,0,0,0,287.6,1.3,18.4,124.8,0.5,0,0,0,0,4.1,69.8
72,Kenneth Gainwell,PHI,RB,17,0,0,0,253.6,1.7,17.4,139,0.6,0,0,0,0,4.1,68.9
73,Marlon Mack,IND,RB,17,0,0,0,319.7,2.4,12.8,89.5,0.1,0,0,0,0,4,67.9
74,Samaje Perine,CIN,RB,17,0,0,0,300.8,1.9,14.4,92.1,0.2,0,0,0,0,3.9,65.5
75,Joshua Kelley,LAC,RB,17,0,0,0,303.2,2.1,13.7,86,0.2,0,0,0,0,3.8,64.4
76,Kyle Juszczyk,SF,FB,17,0,0,0,44.6,0.6,21.6,219.6,1.7,0,0,0,0,3.6,61
77,Jeff Wilson Jr.,SF,RB,17,0,0,0,268.9,2.8,6.7,58.4,0.5,0,0,0,0,3.4,57.2
78,Larry Rountree III,LAC,RB,17,0,0,0,260.8,1.3,10.9,84.5,0.2,0,0,0,0,3.2,53.8
79,Jaret Patterson,WAS,RB,17,0,0,0,242.1,2.3,7.9,50.6,0.2,0,0,0,0,3,51.6
80,DeeJay Dallas,SEA,RB,17,0,0,0,148.2,0.9,15.5,122.4,0.5,0,0,0,0,2.9,50
81,Jake Funk,LAR,RB,17,0,0,0,247.8,1,9.9,79.1,0.2,0,0,0,0,2.9,49.2
82,Royce Freeman,CAR,RB,17,0,0,0,180.2,0.8,14.2,100.4,0.2,0,0,0,0,2.8,48.1
83,Matt Breida,BUF,RB,17,0,0,0,226.2,0.7,12.2,86.9,0.3,0,0,0,0,2.8,47.7
84,Rex Burkhead,HOU,RB,17,0,0,0,116.9,0.9,14.1,118.1,0.8,0,0,0,0,2.8,47.2
85,Trayveon Williams,CIN,RB,17,0,0,0,187.4,1.2,12.1,98.4,0.4,0,0,0,0,2.7,45.5
86,Benny Snell Jr.,PIT,RB,17,0,0,0,239.2,1.7,7.3,47.2,0.1,0,0,0,0,2.7,45.3
87,Jermar Jefferson,DET,RB,17,0,0,0,177,1.3,10.6,85.4,0.1,0,0,0,0,2.6,44.6
88,Anthony McFarland Jr.,PIT,RB,17,0,0,0,205.3,1.4,9,67.3,0.1,0,0,0,0,2.6,44.3
89,Elijah Mitchell,SF,RB,17,0,0,0,208.2,0.8,8.7,79,0.1,0,0,0,0,2.5,42.6
90,Jalen Richard,LV,RB,17,0,0,0,117.8,0.5,14.1,119.3,0.4,0,0,0,0,2.5,42.2
91,Dare Ogunbowale,JAX,RB,17,0,0,0,102.2,0.4,15.8,115.9,0.3,0,0,0,0,2.4,41.2
92,Chris Evans,CIN,RB,17,0,0,0,120.9,0.5,13.3,106.2,0.3,0,0,0,0,2.4,40.2
93,Mike Boone,DEN,RB,17,0,0,0,227.4,1.1,6.3,44.5,0.1,0,0,0,0,2.3,39.7
94,Kylin Hill,GB,RB,17,0,0,0,176.7,1,7.1,57.6,0.3,0,0,0,0,2.2,37.9
95,Jeremy McNichols,TEN,RB,17,0,0,0,156.1,0.8,8.7,65.5,0.2,0,0,0,0,2.2,36.7
96,La'Mical Perine,NYJ,RB,17,0,0,0,166.9,1,7.5,55,0,0,0,0,0,2.1,35.3
97,Alex Collins,SEA,RB,17,0,0,0,150.9,0.9,8.1,51.1,0.2,0,0,0,0,2,34.3
98,J.J. Taylor,NE,RB,17,0,0,0,158.4,1.1,5,32.5,0.1,0,0,0,0,1.8,30.7
99,Duke Johnson,JAX,RB,17,0,0,0,104.5,0,11.4,90.7,0,0,0,0,0,1.7,28.9
100,Jordan Wilkins,IND,RB,17,0,0,0,124.3,0.6,6.5,43.9,0.1,0,0,0,0,1.6,27.3
1,Davante Adams,GB,WR,17,0,0,0,0,0,116.5,1402,13.7,0,0,0,0,19.9,337.5
2,Tyreek Hill,KC,WR,17,0,0,0,99.3,1.2,92.7,1369,10.2,0,0,0,0,18,306.7
3,DeAndre Hopkins,ARI,WR,17,0,0,0,2.1,0,114.9,1407.8,7.4,0,0,0,0,17.5,298.3
4,Stefon Diggs,BUF,WR,17,0,0,0,8.4,0,112.5,1391.7,6.2,0,0,0,0,17,288.3
5,DK Metcalf,SEA,WR,17,0,0,0,1.1,0,89.1,1396.3,9.7,0,0,0,0,16.8,285.4
6,Calvin Ridley,ATL,WR,17,0,0,0,13.2,0,98.6,1429.7,7.2,0,0,0,0,16.8,284.9
7,Justin Jefferson,MIN,WR,17,0,0,0,8.5,0,91.7,1373.3,7.9,0,0,0,0,16.2,276.1
8,A.J. Brown,TEN,WR,17,0,0,0,3.4,0,84.9,1262.7,10.7,0,0,0,0,16.1,274.3
9,Allen Robinson II,CHI,WR,17,0,0,0,0.6,0,96.6,1245.8,6.8,0,0,0,0,15.3,260.8
10,Keenan Allen,LAC,WR,17,0,0,0,6.8,0,105.4,1134.9,6.5,0,0,0,0,15.1,257.2
11,Terry McLaurin,WAS,WR,17,0,0,0,17.9,0,91.1,1276.6,5.6,0,0,0,0,14.9,252.8
12,CeeDee Lamb,DAL,WR,17,0,0,0,63.3,0.3,85.5,1182.4,5.4,0,0,0,0,14.3,243.1
13,Robert Woods,LAR,WR,17,0,0,0,119.7,1.1,92.3,1087.5,4.1,0,0,0,0,14.3,243
14,Mike Evans,TB,WR,17,0,0,0,0,0,76,1105.7,9.2,0,0,0,0,14.2,241
15,Chris Godwin,TB,WR,17,0,0,0,0.8,0,83.3,1055.6,8.1,0,0,0,0,13.9,236.5
16,Amari Cooper,DAL,WR,17,0,0,0,18.4,0,92.4,1113.2,5.3,0,0,0,0,13.9,236.2
17,Tyler Lockett,SEA,WR,17,0,0,0,4,0,91,1054.7,5.9,0,0,0,0,13.6,231.3
18,Julio Jones,TEN,WR,17,0,0,0,0.1,0,77.8,1128.3,6.7,0,0,0,0,13.5,229.8
19,Diontae Johnson,PIT,WR,17,0,0,0,27.5,0,92.5,1029.4,5.2,0,0,0,0,13.4,227.8
20,DJ Moore,CAR,WR,17,0,0,0,30.2,0,77.6,1197.2,4.6,0,0,0,0,13.3,226.9
21,Adam Thielen,MIN,WR,17,0,0,0,11.8,0.1,79.9,1004,7.2,0,0,0,0,13.2,224.1
22,Cooper Kupp,LAR,WR,17,0,0,0,24.4,0.1,86.9,1041.2,5.1,0,0,0,0,13.2,223.7
23,JuJu Smith-Schuster,PIT,WR,17,0,0,0,0.2,0,86.7,873.5,6.9,0,0,0,0,12.6,214.3
24,Jerry Jeudy,DEN,WR,17,0,0,0,0.3,0,77.1,1060.6,5.2,0,0,0,0,12.6,213.4
25,Robbie Chosen,CAR,WR,17,0,0,0,18.3,0,83.5,1047.7,3.8,0,0,0,0,12.5,211.7
26,Tee Higgins,CIN,WR,17,0,0,0,20.4,0,76,1001,5.3,0,0,0,0,12.3,208.9
27,Brandon Aiyuk,SF,WR,17,0,0,0,82.8,1.1,70.2,923.2,5.2,0,0,0,0,12.2,207.6
28,Tyler Boyd,CIN,WR,17,0,0,0,29.8,0,85.3,938.2,3.9,0,0,0,0,12,204.3
29,Brandin Cooks,HOU,WR,17,0,0,0,2.1,0,74.5,1020,4.4,0,0,0,0,11.9,202.1
30,Chase Claypool,PIT,WR,17,0,0,0,31.4,0.5,67.3,912.4,6.2,0,0,0,0,11.8,200.9
31,Courtland Sutton,DEN,WR,17,0,0,0,5.4,0,69.4,1023.6,4.8,0,0,0,0,11.8,200.1
32,Kenny Golladay,NYG,WR,17,0,0,0,0.6,0,64.8,964.3,6.5,0,0,0,0,11.7,199.5
33,Odell Beckham Jr.,CLE,WR,17,0,0,0,65.2,0.4,67.5,949.2,4.7,0,0,0,0,11.7,198.5
34,Ja'Marr Chase,CIN,WR,17,0,0,0,13.2,0,72.1,975.8,4.8,0,0,0,0,11.7,198.4
35,Corey Davis,NYJ,WR,17,0,0,0,0.2,0,71.8,979,4.9,0,0,0,0,11.7,198.1
36,DJ Chark,JAX,WR,17,0,0,0,1.1,0,67.7,946.3,6,0,0,0,0,11.6,197.6
37,Laviska Shenault Jr.,JAX,WR,17,0,0,0,108.1,0.4,73,827,4,0,0,0,0,11.3,191.7
