NAME,TEAM,POS,GP,PASS YDS,PASS TDS,INT,RUSH YDS,RUSH TDS,REC,REC YDS,REC TDS,FPTS/G,FPTS
Mason Rudolph,PIT,QB,4,719,3,0,8,0,0,0,0,9.9,39.6
Drew Lock,SEA,QB,4,543,3,3,14,0,0,0,0,7.3,29.1
Trevor Siemian,NYJ,QB,5,724,2,4,40,0,0,0,0,5.4,27
Christian McCaffrey,SF,RB,16,0,0,0,1459,14,67,564,7,24.5,391.3
Breece Hall,NYJ,RB,17,0,0,0,994,5,76,591,4,17.1,290.5
Travis Etienne Jr.,JAX,RB,17,0,0,0,1008,11,58,476,1,16.6,282.4
Rachaad White,TB,RB,17,0,0,0,990,6,64,549,3,15.8,267.9
Raheem Mostert,MIA,RB,15,0,0,0,1012,18,25,175,3,17.8,267.7
Joe Mixon,CIN,RB,17,0,0,0,1034,9,52,376,3,15.7,267
Kyren Williams,LAR,RB,12,0,0,0,1144,12,32,206,3,21.2,255
Derrick Henry,TEN,RB,17,14,2,0,1167,12,28,214,0,14.5,246.7
Bijan Robinson,ATL,RB,17,0,0,0,976,4,58,487,4,14.5,246.3
Jahmyr Gibbs,DET,RB,15,0,0,0,945,10,52,316,1,16.1,242.1
Alvin Kamara,NO,RB,13,0,0,0,694,5,75,466,1,17.9,233
James Cook,BUF,RB,17,0,0,0,1122,2,44,445,4,13.7,232.7
Saquon Barkley,NYG,RB,14,0,0,0,962,6,41,280,4,15.9,223.2
Tony Pollard,DAL,RB,17,0,0,0,1005,6,55,311,0,13.1,222.6
Isiah Pacheco,KC,RB,14,0,0,0,935,7,44,244,2,15.3,213.9
Jerome Ford,CLE,RB,17,0,0,0,813,4,44,319,5,12.4,211.2
David Montgomery,DET,RB,14,0,0,0,1015,13,16,117,0,14.8,207.2
James Conner,ARI,RB,13,0,0,0,1040,7,27,165,2,15.5,201.5
Kenneth Walker III,SEA,RB,15,0,0,0,905,8,29,259,1,13.3,199.4
D'Andre Swift,PHI,RB,16,0,0,0,1049,5,39,214,1,12.5,199.3
Brian Robinson Jr.,WAS,RB,15,0,0,0,733,5,36,368,4,13.2,198.1
Jaylen Warren,PIT,RB,17,0,0,0,784,4,61,370,0,11.6,196.4
Najee Harris,PIT,RB,17,0,0,0,1035,8,29,170,0,11.5,195.5
De'Von Achane,MIA,RB,11,0,0,0,800,8,27,197,3,17.3,190.7
Gus Edwards,BAL,RB,17,0,0,0,810,13,12,180,0,11,187
Austin Ekeler,LAC,RB,14,0,0,0,628,5,51,436,1,13.2,185.4
Chuba Hubbard,CAR,RB,17,0,0,0,902,5,39,233,0,10.7,182.5
Josh Jacobs,LV,RB,13,0,0,0,805,6,37,296,0,13.9,181.1
Javonte Williams,DEN,RB,16,0,0,0,774,3,47,228,2,11.2,179.2
Ezekiel Elliott,NE,RB,17,0,0,0,642,3,51,313,2,10.3,174.5
Zack Moss,IND,RB,14,0,0,0,794,5,27,192,2,12.1,169.6
Devin Singletary,HOU,RB,17,6,1,0,898,4,30,193,0,9.8,167.3
Jonathan Taylor,IND,RB,10,0,0,0,741,7,19,153,1,15.6,156.4
Tyjae Spears,TEN,RB,17,0,0,0,453,2,52,385,1,9,153.8
Rhamondre Stevenson,NE,RB,12,0,0,0,619,4,38,238,0,12.1,145.7
Tyler Allgeier,ATL,RB,17,0,0,0,683,4,18,193,1,8.1,137.6
Aaron Jones,GB,RB,11,0,0,0,656,2,30,233,1,12.3,134.9
Alexander Mattison,MIN,RB,16,0,0,0,700,0,30,192,3,8.3,133.2
Antonio Gibson,WAS,RB,16,0,0,0,265,1,48,389,2,8,127.4
Samaje Perine,DEN,RB,17,0,0,0,238,1,50,455,0,7.1,121.3
Kareem Hunt,CLE,RB,15,0,0,0,411,9,15,84,0,7.9,118.5
AJ Dillon,GB,RB,15,0,0,0,613,2,22,223,0,7.8,117.6
Khalil Herbert,CHI,RB,12,0,0,0,611,2,20,134,1,9.4,112.5
Justice Hill,BAL,RB,16,0,0,0,387,3,28,206,1,6.8,109.3
Zach Charbonnet,SEA,RB,16,0,0,0,462,1,33,209,0,6.6,106.1
Jaleel McLaughlin,DEN,RB,17,0,0,0,410,1,31,160,2,6.2,106
Roschon Johnson,CHI,RB,15,0,0,0,352,2,34,209,0,6.8,102.1
Ty Chandler,MIN,RB,17,0,0,0,461,3,21,159,0,5.9,101
Kenneth Gainwell,PHI,RB,16,17,0,0,364,2,30,183,0,6.1,97.4
Rico Dowdle,DAL,RB,16,0,0,0,361,2,17,144,2,5.7,91.5
D'Onta Foreman,CHI,RB,9,0,0,0,425,4,11,77,1,10.1,91.2
Miles Sanders,CAR,RB,16,0,0,0,432,1,27,154,0,5.5,87.6
Jerick McKinnon,KC,RB,12,4,1,0,60,1,25,192,4,7,84.4
Latavius Murray,BUF,RB,16,0,0,0,300,4,17,119,0,5.2,82.9
Dameon Pierce,HOU,RB,14,0,0,0,416,2,13,101,0,5.5,76.7
Zamir White,LV,RB,17,0,0,0,451,1,15,98,0,4.3,73.9
Emari Demercado,ARI,RB,14,0,0,0,284,2,21,119,0,5.2,73.3
Clyde Edwards-Helaire,KC,RB,15,0,0,0,223,1,17,188,1,4.7,70.1
Keaton Mitchell,BAL,RB,8,0,0,0,396,2,9,93,0,8.7,69.9
Joshua Kelley,LAC,RB,17,0,0,0,405,2,8,32,0,3.6,61.7
Jamaal Williams,NO,RB,13,0,0,0,306,1,18,62,0,4.7,60.8
Michael Carter,ARI,RB,15,0,0,0,187,0,24,101,1,3.9,58.8
Chase Brown,CIN,RB,12,0,0,0,179,0,14,156,1,4.5,53.5
Elijah Mitchell,SF,RB,11,0,0,0,281,2,6,14,0,4.3,47.5
Matt Breida,NYG,RB,17,0,0,0,151,1,17,88,0,2.8,46.9
Cam Akers,MIN,RB,7,0,0,0,167,2,11,70,0,6.7,46.7
Royce Freeman,LAR,RB,14,0,0,0,319,2,1,13,0,3.3,46.2
Jordan Mason,SF,RB,17,0,0,0,206,3,3,31,0,2.6,44.7
Darrell Henderson Jr.,LAR,RB,4,0,0,0,112,2,10,103,0,10.9,43.5
Kendre Miller,NO,RB,8,0,0,0,156,1,10,117,0,5.4,43.3
Salvon Ahmed,MIA,RB,8,0,0,0,61,1,16,88,1,5.4,42.9
Pierre Strong Jr.,CLE,RB,17,0,0,0,291,1,5,47,0,2.5,42.8
Jeff Wilson Jr.,MIA,RB,10,0,0,0,188,0,14,85,0,4.1,41.3
Ameer Abdullah,LV,RB,17,0,0,0,89,0,19,131,0,2.4,41
Dalvin Cook,NYJ,RB,15,0,0,0,214,0,15,78,0,2.7,40.2
Chase Edmonds,TB,RB,13,0,0,0,176,0,14,81,0,3.1,39.7
Kyle Juszczyk,SF,FB,17,0,0,0,6,0,14,119,2,2.3,38.5
Chris Rodriguez Jr.,WAS,RB,13,0,0,0,247,2,2,12,0,2.9,37.9
Cordarrelle Patterson,ATL,RB,14,0,0,0,181,0,9,38,1,2.6,36.9
D'Ernest Johnson,JAX,RB,17,0,0,0,108,0,10,140,0,2,34.8
Andrew Beck,HOU,FB,15,0,0,0,3,1,11,55,2,2.2,32.8
Ty Johnson,BUF,RB,10,0,0,0,132,0,7,62,1,3.2,32.4
Tony Jones,ARI,RB,7,0,0,0,95,2,7,37,0,4.6,32.2
Patrick Taylor Jr.,GB,RB,11,0,0,0,141,0,11,49,0,2.7,30
Darrynton Evans,MIA,RB,7,0,0,0,121,1,7,49,0,4.3,30
Craig Reynolds,DET,RB,17,0,0,0,179,1,5,47,0,1.7,29.6
Alec Ingold,MIA,FB,17,0,0,0,0,0,13,119,0,1.5,24.9
Nick Chubb,CLE,RB,2,0,0,0,170,0,4,21,0,11.6,23.1
Tank Bigsby,JAX,RB,17,0,0,0,132,2,1,6,0,1.3,22.8
Kevin Harris,NE,RB,4,0,0,0,65,1,3,58,0,5.3,21.3
Trey Sermon,IND,RB,14,0,0,0,160,0,3,13,0,1.4,20.3
Ronnie Rivers,LAR,RB,9,0,0,0,129,0,5,22,0,2.2,20.1
Melvin Gordon III,BAL,RB,4,0,0,0,81,1,3,46,0,4.9,19.7
Damien Harris,BUF,RB,6,0,0,0,94,1,2,16,0,3.2,19
Isaiah Spiller,LAC,RB,9,0,0,0,96,0,6,34,0,2.1,19
Tyler Goodson,IND,RB,6,0,0,0,87,0,6,34,0,3,18.1
Raheem Blackshear,CAR,RB,12,0,0,0,46,0,6,45,0,1.4,17.1
Israel Abanikanda,NYJ,RB,7,0,0,0,70,0,7,43,0,2.3,16.3
Patrick Ricard,BAL,FB,17,0,0,0,0,0,5,52,1,1,16.2
Boston Scott,PHI,RB,15,0,0,0,86,0,4,52,0,1.1,15.8
CeeDee Lamb,DAL,WR,17,0,0,0,113,2,135,1749,12,23.7,403.2
Tyreek Hill,MIA,WR,16,0,0,0,15,0,119,1799,13,23.5,376.4
Amon-Ra St. Brown,DET,WR,16,0,0,0,24,0,119,1515,10,20.7,330.9
Puka Nacua,LAR,WR,17,0,0,0,89,0,105,1486,6,17.6,298.5
A.J. Brown,PHI,WR,17,0,0,0,0,0,106,1456,7,17,289.6
DJ Moore,CHI,WR,17,0,0,0,21,1,96,1364,8,16.9,286.5
Mike Evans,TB,WR,17,0,0,0,0,0,79,1255,13,16.6,282.5
Keenan Allen,LAC,WR,13,49,1,0,6,0,108,1243,7,21.5,278.9
Stefon Diggs,BUF,WR,17,0,0,0,5,0,107,1183,8,16.1,273.8
Davante Adams,LV,WR,17,0,0,0,0,0,103,1144,8,15.6,265.4
Ja'Marr Chase,CIN,WR,16,-7,0,0,-6,0,100,1216,7,16.4,262.7
Nico Collins,HOU,WR,15,0,0,0,7,0,80,1297,8,17.4,260.4
Michael Pittman Jr.,IND,WR,16,0,0,0,0,0,109,1152,4,15.6,250.2
Brandon Aiyuk,SF,WR,16,0,0,0,0,0,75,1342,7,15.6,249.2
Deebo Samuel Sr.,SF,WR,15,0,0,0,225,5,60,892,7,16.2,243.7
Chris Olave,NO,WR,16,0,0,0,0,0,87,1123,5,14.5,231.3
Adam Thielen,CAR,WR,17,0,0,0,6,0,103,1014,4,13.6,231
Calvin Ridley,JAX,WR,17,0,0,0,23,0,76,1016,8,13.5,229.9
DeVonta Smith,PHI,WR,16,0,0,0,0,0,81,1066,7,14.2,227.6
Amari Cooper,CLE,WR,15,0,0,0,0,0,72,1250,5,15.1,227
DK Metcalf,SEA,WR,16,0,0,0,0,0,66,1114,8,14.1,225.4
DeAndre Hopkins,TEN,WR,17,0,0,0,9,0,75,1057,7,13.2,223.6
Jordan Addison,MIN,WR,17,0,0,0,2,0,70,911,10,13,221.3
Jakobi Meyers,LV,WR,16,12,1,0,24,2,71,807,8,13.7,218.6
Jayden Reed,GB,WR,16,0,0,0,119,2,64,793,8,13.6,217.2
Garrett Wilson,NYJ,WR,17,0,0,0,0,0,95,1042,3,12.5,213.2
Rashee Rice,KC,WR,16,0,0,0,-3,0,79,938,7,13.3,212.5
Chris Godwin,TB,WR,17,0,0,0,38,1,83,1024,2,12.3,209.2
Terry McLaurin,WAS,WR,17,0,0,0,0,1,79,1002,4,12.3,209.2
George Pickens,PIT,WR,17,0,0,0,18,0,63,1140,5,12.3,208.8
Zay Flowers,BAL,WR,16,0,0,0,56,1,77,858,5,12.9,206.4
Tyler Lockett,SEA,WR,17,0,0,0,0,0,79,894,5,11.9,202.4
Justin Jefferson,MIN,WR,10,0,0,0,-12,0,68,1074,5,20.2,202.2
Jaylen Waddle,MIA,WR,14,0,0,0,12,0,72,1014,4,14.2,198.6
Courtland Sutton,DEN,WR,16,0,0,0,0,0,59,772,10,11.9,190.2
Romeo Doubs,GB,WR,17,0,0,0,0,0,59,674,8,10.3,174.4
Drake London,ATL,WR,16,22,0,0,0,0,69,905,2,10.9,174.4
Brandin Cooks,DAL,WR,16,0,0,0,35,0,54,657,8,10.8,173.2
Tank Dell,HOU,WR,11,0,0,0,51,0,47,709,7,15,165
Cooper Kupp,LAR,WR,12,0,0,0,-3,0,59,737,5,13.7,164.4
Gabe Davis,BUF,WR,17,0,0,0,-2,0,45,746,7,9.5,161.4
Curtis Samuel,WAS,WR,16,0,0,0,39,1,62,613,4,9.8,157.2
Josh Downs,IND,WR,17,0,0,0,0,0,68,771,2,9.2,157.1
Diontae Johnson,PIT,WR,13,0,0,0,0,0,51,717,5,11.7,152.7
Darius Slayton,NYG,WR,17,0,0,0,0,0,50,770,4,8.9,151
Christian Kirk,JAX,WR,12,-1,0,0,6,0,57,787,3,12.5,150.3
Jaxon Smith-Njigba,SEA,WR,17,0,0,0,0,0,63,628,4,8.8,149.8
Rashid Shaheed,NO,WR,15,0,0,0,37,0,46,719,5,10,149.6
Tyler Boyd,CIN,WR,17,0,0,1,11,0,67,667,2,8.5,144.8
Jerry Jeudy,DEN,WR,16,0,0,0,0,0,54,758,2,8.9,141.8
Tee Higgins,CIN,WR,12,0,0,0,0,0,42,656,5,11.5,137.6
Marquise Brown,ARI,WR,14,0,0,0,23,0,51,574,4,9.6,134.7
Wan'Dale Robinson,NYG,WR,15,0,0,0,87,1,60,525,1,8.9,133.2
Elijah Moore,CLE,WR,17,0,0,0,11,0,59,640,2,7.8,132.1
Josh Reynolds,DET,WR,17,0,0,0,0,0,40,608,5,7.6,128.8
Jahan Dotson,WAS,WR,17,0,0,0,0,0,49,518,4,7.3,124.8
K.J. Osborn,MIN,WR,16,0,0,0,0,0,48,540,3,7.5,120
Dontayvion Wicks,GB,WR,15,14,0,0,1,0,39,581,4,8,119.8
DJ Chark,CAR,WR,15,0,0,0,0,0,35,525,5,7.7,115.5
Michael Wilson,ARI,WR,13,0,0,0,0,0,38,565,3,8.8,114.5
Khalil Shakir,BUF,WR,17,0,0,0,10,0,39,611,2,6.7,113.1
Tutu Atwell,LAR,WR,16,0,0,0,31,0,39,483,3,7,112.4
Odell Beckham Jr.,BAL,WR,14,0,0,0,0,0,35,565,3,7.7,107.5
Demario Douglas,NE,WR,14,0,0,0,41,0,49,561,0,7.7,107.2
Joshua Palmer,LAC,WR,10,0,0,0,6,0,38,581,2,10.7,106.7
Rondale Moore,ARI,WR,17,0,0,0,178,1,40,352,1,6.2,105
Noah Brown,HOU,WR,10,0,0,0,-1,0,33,567,2,10.2,101.6
Christian Watson,GB,WR,9,0,0,0,11,0,28,422,5,11.3,101.3
Kendrick Bourne,NE,WR,8,0,0,0,4,0,37,406,4,12.5,100
Kalif Raymond,DET,WR,17,0,0,0,75,0,35,489,1,5.7,97.4
Nelson Agholor,BAL,WR,17,0,0,0,0,0,35,381,4,5.7,97.1
Trey Palmer,TB,WR,17,0,0,0,22,0,39,385,3,5.6,95.7
Alec Pierce,IND,WR,17,0,0,0,0,0,32,514,2,5.6,95.4
Quentin Johnston,LAC,WR,17,0,0,0,9,0,38,431,2,5.5,94
Michael Thomas,NO,WR,10,0,0,0,0,0,39,448,1,9,89.8
Robert Woods,HOU,WR,14,0,0,0,7,0,40,426,1,6.4,89.3
Justin Watson,KC,WR,16,0,0,0,0,0,27,460,3,5.6,89
Michael Gallup,DAL,WR,17,0,0,0,0,0,34,418,2,5.2,87.8
Demarcus Robinson,LAR,WR,16,0,0,0,23,0,26,371,4,5.5,87.4
Nick Westbrook-Ikhine,TEN,WR,14,0,0,0,0,0,28,370,3,6.1,85
Jonathan Mingo,CAR,WR,15,0,0,0,0,0,43,418,0,5.7,84.8
Jameson Williams,DET,WR,12,0,0,0,29,1,24,354,2,6.7,80.3
Darnell Mooney,CHI,WR,15,0,0,0,5,0,31,414,1,5.3,78.9
Zay Jones,JAX,WR,9,0,0,0,0,0,34,321,2,8.7,78.1
Rashod Bateman,BAL,WR,16,0,0,0,18,0,32,367,1,4.8,76.5
Brandon Johnson,DEN,WR,13,0,0,0,0,0,19,284,4,5.6,73.4
DeVante Parker,NE,WR,13,0,0,0,0,0,33,394,0,5.6,72.4
Tre Tucker,LV,WR,16,0,0,0,77,0,19,331,2,4.5,71.8
Cedrick Wilson Jr.,MIA,WR,15,0,0,0,0,0,22,296,3,4.6,69.6
Chris Moore,TEN,WR,17,0,0,0,39,0,22,424,0,4,68.3
Brandon Powell,MIN,WR,17,0,0,0,17,0,29,324,1,3.9,67.1
Marvin Mims Jr.,DEN,WR,16,0,0,0,30,0,22,377,1,4,64.7
Greg Dortch,ARI,WR,16,0,0,0,5,0,24,280,2,4,64.5
Trenton Irwin,CIN,WR,16,0,0,0,0,0,25,316,1,3.9,62.6
Allen Robinson II,PIT,WR,17,0,0,0,0,0,34,280,0,3.6,62
JuJu Smith-Schuster,NE,WR,11,0,0,0,0,0,29,260,1,5.5,61
A.T. Perry,NO,WR,10,0,0,0,0,0,12,246,4,6.1,60.6
Jalin Hyatt,NYG,WR,17,0,0,0,0,0,23,373,0,3.5,60.3
Allen Lazard,NYJ,WR,14,0,0,0,0,0,23,311,1,4.3,60.1
Isaiah Hodgins,NYG,WR,17,0,0,0,0,0,21,230,3,3.5,60
Sam LaPorta,DET,TE,17,0,0,0,4,0,86,889,10,14.1,239.3
Evan Engram,JAX,TE,17,0,0,0,0,0,114,963,4,13.5,230.3
Travis Kelce,KC,TE,15,0,0,0,0,0,93,984,5,14.6,219.4
T.J. Hockenson,MIN,TE,15,0,0,0,0,0,95,960,5,14.6,219
George Kittle,SF,TE,16,0,0,0,2,0,65,1020,6,12.7,203.2
David Njoku,CLE,TE,16,0,0,0,0,0,81,882,6,12.6,201.2
Trey McBride,ARI,TE,17,0,0,0,0,0,81,825,3,10.7,181.5
Cole Kmet,CHI,TE,17,0,0,0,2,0,73,719,6,10.7,181.1
Jake Ferguson,DAL,TE,17,0,0,0,0,0,71,761,5,10.4,177.1
Dalton Schultz,HOU,TE,15,0,0,0,0,0,59,635,5,10,150.5
Dalton Kincaid,BUF,TE,16,0,0,0,0,0,73,673,2,9.4,150.3
Kyle Pitts,ATL,TE,17,0,0,0,-4,0,53,667,3,8.1,137.3
Dallas Goedert,PHI,TE,14,0,0,0,1,0,59,592,3,9.7,136.3
Mark Andrews,BAL,TE,10,0,0,0,0,0,45,544,6,13.5,135.4
Logan Thomas,WAS,TE,16,0,0,0,2,0,55,496,4,7.9,126.8
Jonnu Smith,ATL,TE,17,0,0,0,0,0,50,582,3,7.3,124.2
Tyler Conklin,NYJ,TE,17,0,0,0,0,0,61,621,0,7.2,123.1
Hunter Henry,NE,TE,14,0,0,0,0,0,42,419,6,8.6,119.9
Cade Otton,TB,TE,17,0,0,0,0,0,47,455,4,6.9,116.5
Chigoziem Okonkwo,TEN,TE,17,0,0,0,6,0,54,528,1,6.7,113.4
Darren Waller,NYG,TE,12,0,0,0,0,0,52,552,1,9.4,113.2
Gerald Everett,LAC,TE,15,0,0,0,10,0,51,411,3,7.4,111.1
Tyler Higbee,LAR,TE,15,0,0,0,0,0,47,495,2,7.2,108.5
Isaiah Likely,BAL,TE,17,0,0,0,0,0,30,411,5,5.9,101.1
Juwan Johnson,NO,TE,13,0,0,0,0,0,37,368,4,7.5,97.8
Tanner Hudson,CIN,TE,12,0,0,0,0,0,39,352,1,6.7,80.2
Donald Parham Jr.,LAC,TE,14,0,0,0,0,0,27,285,4,5.7,79.5
Tucker Kraft,GB,TE,17,0,0,0,0,0,31,355,2,4.6,78.5
Pat Freiermuth,PIT,TE,12,0,0,0,0,0,32,308,2,6.4,76.8
Luke Musgrave,GB,TE,11,0,0,0,0,0,34,352,1,6.8,75.2
Noah Fant,SEA,TE,17,0,0,0,0,0,32,414,0,4.3,73.4
Kylen Granson,IND,TE,15,0,0,0,2,0,30,368,1,4.9,73
Durham Smythe,MIA,TE,16,0,0,0,0,0,35,366,0,4.5,71.6
Michael Mayer,LV,TE,14,0,0,0,0,0,27,304,2,5.1,71.4
Noah Gray,KC,TE,17,0,0,0,1,0,28,305,2,4.2,70.6
Mike Gesicki,NE,TE,17,0,0,0,0,0,29,244,2,3.8,65.4
Colby Parkinson,SEA,TE,17,0,0,0,0,0,25,247,2,3.6,61.7
Adam Trautman,DEN,TE,17,0,0,0,0,0,22,204,3,3.6,60.4
Tommy Tremble,CAR,TE,16,0,0,0,0,0,23,194,3,3.8,60.4
Dawson Knox,BUF,TE,12,0,0,0,0,0,22,186,2,4.5,54.6
Josh Oliver,MIN,TE,17,0,0,0,0,0,22,213,2,3.1,53.3
Zach Ertz,ARI,TE,7,0,0,0,0,0,27,187,1,7.4,51.7
Brevin Jordan,HOU,TE,14,0,0,0,0,0,17,219,2,3.6,50.9
Daniel Bellinger,NYG,TE,17,0,0,0,0,0,25,255,0,3,50.5
Drew Sample,CIN,TE,17,0,0,0,0,0,22,163,2,3,50.3
Mo Alie-Cox,IND,TE,17,0,0,0,0,0,13,161,3,2.9,49.1
Austin Hooper,LV,TE,17,0,0,0,0,0,25,234,0,2.8,48.4
Foster Moreau,NO,TE,15,0,0,0,0,0,21,193,1,3.1,46.3
Hayden Hurst,CAR,TE,9,0,0,0,0,0,18,184,1,4.7,42.4
Johnny Mundt,MIN,TE,17,0,0,0,0,0,17,172,1,2.4,40.2
